Invoice ID,city,customertype,gender,product,itemprice,quantity,total,date,time,payment,customersalary,rating
767-54-1907,Mombasa,Member,Female,Health and beauty,29.56,5,155.19,2/13/2019,16:59,MPESA,7.39,6.9
710-46-4433,Mombasa,Member,Female,Health and beauty,77.4,9,731.43,2/15/2019,14:15,MPESA,34.83,4.5
533-33-5337,Mombasa,Normal,Female,,79.39,10,833.595,2/7/2019,20:24,MPESA,39.695,6.2
325-90-8763,Nakuru,Member,Female,Health and beauty,46.57,10,488.985,1/27/2019,13:58,MPESA,23.285,7.6
729-46-7422,Nakuru,Normal,Female,Health and beauty,35.89,1,37.6845,2/23/2019,16:52,MPESA,1.7945,7.9
639-76-1242,Nakuru,Normal,Female,Health and beauty,40.52,5,212.73,2/3/2019,15:19,MPESA,10.13,4.5
234-03-4040,Mombasa,Member,Female,Health and beauty,73.05,10,767.025,3/3/2019,12:25,MPESA,36.525,8.7
326-71-2155,Nakuru,Normal,Female,Health and beauty,73.95,4,310.59,2/3/2019,10:02,MPESA,14.79,6.1
320-32-8842,Nakuru,Member,Female,Food and beverages,22.62,1,23.751,3/17/2019,18:58,MPESA,1.131,6.4
470-32-9057,Nairobi,Member,Female,Food and beverages,51.34,5,269.535,3/28/2019,15:31,MPESA,12.835,9.1
878-30-2331,Nakuru,Member,Female,Electronic accessories,54.55,10,572.775,3/2/2019,11:22,MPESA,27.275,7.1
440-59-5691,Nakuru,Member,Female,Health and beauty,37.15,7,273.0525,2/8/2019,13:12,MPESA,13.0025,7.7
554-53-3790,Mombasa,Normal,Female,Electronic accessories,37.02,6,233.226,3/22/2019,18:33,MPESA,11.106,4.5
746-19-0921,Nakuru,Normal,Female,Food and beverages,21.58,1,22.659,2/9/2019,10:02,MPESA,1.079,7.2
233-34-0817,Nakuru,Member,Female,Electronic accessories,98.84,1,103.782,2/15/2019,11:21,MPESA,4.942,8.4
767-05-1286,Nakuru,Member,Female,Home and lifestyle,83.77,6,527.751,1/23/2019,12:10,MPESA,25.131,5.4
340-21-9136,Nairobi,Member,Female,Home and lifestyle,40.05,4,168.21,1/25/2019,11:40,MPESA,8.01,9.7
405-31-3305,Nairobi,Member,Female,Home and lifestyle,43.13,10,452.865,2/2/2019,18:31,MPESA,21.565,5.5
731-59-7531,Mombasa,Member,Female,Home and lifestyle,72.57,8,609.588,3/30/2019,17:58,MPESA,29.028,4.6
676-39-6028,Nairobi,Member,Female,Home and lifestyle,64.44,5,338.31,3/30/2019,17:04,MPESA,16.11,6.6
502-05-1910,Nairobi,Normal,Female,Home and lifestyle,65.18,3,205.317,2/25/2019,20:35,MPESA,9.777,6.3
485-30-8700,Nairobi,Normal,Female,Home and lifestyle,33.26,5,174.615,3/18/2019,16:10,MPESA,8.315,4.2
598-47-9715,Nakuru,Normal,Female,Home and lifestyle,84.07,4,353.094,3/7/2019,16:54,MPESA,16.814,4.4
701-69-8742,Mombasa,Normal,Female,Home and lifestyle,34.37,10,360.885,3/16/2019,10:11,MPESA,17.185,6.7
575-67-1508,Nairobi,Normal,Female,Home and lifestyle,38.6,1,40.53,1/29/2019,11:26,MPESA,1.93,6.7
541-08-3113,Nakuru,Normal,Female,Home and lifestyle,65.97,8,554.148,2/2/2019,20:29,MPESA,26.388,8.4
246-11-3901,Nakuru,Normal,Female,Home and lifestyle,32.8,10,344.4,2/15/2019,12:12,MPESA,16.4,6.2
674-15-9296,Nairobi,Normal,Female,Home and lifestyle,37.14,5,194.985,1/8/2019,13:05,MPESA,9.285,5
305-18-3552,Mombasa,Member,Female,Home and lifestyle,60.38,10,633.99,2/12/2019,16:19,MPESA,30.19,6
493-65-6248,Nakuru,Member,Female,Home and lifestyle,36.98,10,388.29,1/1/2019,19:48,MPESA,18.49,7
438-01-4015,Mombasa,Member,Female,Home and lifestyle,49.49,4,207.858,3/21/2019,15:25,MPESA,9.898,6.6
709-58-4068,Mombasa,Normal,Female,Home and lifestyle,41.09,10,431.445,2/28/2019,14:42,MPESA,20.545,7.3
795-49-7276,Nairobi,Normal,Female,Home and lifestyle,37.15,4,156.03,3/23/2019,18:59,MPESA,7.43,8.3
556-72-8512,Nakuru,Normal,Female,Home and lifestyle,22.96,1,24.108,1/30/2019,20:47,MPESA,1.148,4.3
627-95-3243,Mombasa,Member,Female,Home and lifestyle,77.68,9,734.076,2/4/2019,13:21,MPESA,34.956,9.8
686-41-0932,Mombasa,Normal,Female,Home and lifestyle,34.7,2,72.87,3/13/2019,19:48,MPESA,3.47,8.2
510-09-5628,Nairobi,Member,Female,Home and lifestyle,19.66,10,206.43,3/15/2019,18:20,MPESA,9.83,7.2
608-04-3797,Mombasa,Member,Female,Home and lifestyle,25.32,8,212.688,3/5/2019,20:24,MPESA,10.128,8.7
148-82-2527,Nakuru,Member,Female,,12.12,10,127.26,3/5/2019,13:44,MPESA,6.06,8.4
437-53-3084,Mombasa,Normal,Female,Home and lifestyle,99.89,2,209.769,2/26/2019,11:48,MPESA,9.989,7.1
632-32-4574,Mombasa,Normal,Female,Home and lifestyle,75.92,8,637.728,3/20/2019,14:14,MPESA,30.368,5.5
556-97-7101,Nakuru,Normal,Female,Home and lifestyle,63.22,2,132.762,1/1/2019,15:51,MPESA,6.322,8.5
862-59-8517,Nakuru,Normal,Female,Home and lifestyle,90.24,6,568.512,1/27/2019,11:17,MPESA,27.072,6.2
401-18-8016,Mombasa,Member,Female,Home and lifestyle,98.13,1,103.0365,1/21/2019,17:36,MPESA,4.9065,8.9
420-18-8989,Nairobi,Member,Female,Home and lifestyle,51.52,8,432.768,2/2/2019,15:47,MPESA,20.608,9.6
277-63-2961,Mombasa,Member,Female,Home and lifestyle,73.97,1,77.6685,2/3/2019,15:53,MPESA,3.6985,5.4
573-98-8548,Nakuru,Member,Female,Home and lifestyle,31.9,1,33.495,1/5/2019,12:40,MPESA,1.595,9.1
620-02-2046,Nakuru,Normal,Female,Home and lifestyle,69.4,2,145.74,1/27/2019,19:48,MPESA,6.94,9
282-35-2475,Mombasa,Normal,Female,Home and lifestyle,93.31,2,195.951,3/25/2019,17:53,MPESA,9.331,6.3
511-54-3087,Mombasa,Normal,Female,Home and lifestyle,88.45,1,92.8725,2/25/2019,16:36,MPESA,4.4225,9.5
726-29-6793,Nairobi,Member,Female,Home and lifestyle,24.18,8,203.112,1/28/2019,20:54,MPESA,9.672,9.8
387-49-4215,Mombasa,Member,Female,Home and lifestyle,48.5,3,152.775,1/8/2019,12:50,Cash,7.275,6.7
862-17-9201,Mombasa,Normal,Female,Home and lifestyle,84.05,6,529.515,1/29/2019,10:48,Credit card,25.215,7.7
291-21-5991,Mombasa,Member,Female,Home and lifestyle,61.29,5,321.7725,3/29/2019,14:28,Cash,15.3225,7
602-80-9671,Nakuru,Member,Female,Home and lifestyle,15.95,6,100.485,2/9/2019,17:15,Credit card,4.785,5.1
347-72-6115,Mombasa,Member,Female,Home and lifestyle,90.74,7,666.939,1/16/2019,18:03,Credit card,31.759,6.2
209-61-0206,Nairobi,Normal,Female,Home and lifestyle,42.91,5,225.2775,1/5/2019,17:29,MPESA,10.7275,6.1
595-27-4851,Nairobi,Normal,Female,Home and lifestyle,54.28,7,398.958,1/27/2019,18:05,MPESA,18.998,9.3
189-52-0236,Nairobi,Normal,Female,Electronic accessories,99.55,7,731.6925,3/14/2019,12:07,Cash,34.8425,7.6
503-07-0930,Nakuru,Member,Female,Electronic accessories,58.39,7,429.1665,2/23/2019,19:49,Credit card,20.4365,8.2
413-20-6708,Nakuru,Member,Female,Fashion accessories,51.47,1,54.0435,3/18/2019,15:52,MPESA,2.5735,8.5
425-85-2085,Mombasa,Member,Female,Health and beauty,54.86,5,288.015,3/29/2019,16:48,MPESA,13.715,9.8
521-18-7827,Nakuru,Member,Female,Home and lifestyle,39.39,5,206.7975,1/22/2019,20:46,Credit card,9.8475,8.7
220-28-1851,Nairobi,Normal,Female,Home and lifestyle,34.73,2,72.933,3/1/2019,18:14,MPESA,3.473,9.7
600-38-9738,Nakuru,Member,Female,Electronic accessories,71.92,5,377.58,1/17/2019,15:05,Credit card,17.98,4.3
734-91-1155,Mombasa,Normal,Female,Electronic accessories,45.71,3,143.9865,3/26/2019,10:34,Credit card,6.8565,7.7
451-28-5717,Nakuru,Member,Female,Home and lifestyle,83.17,6,523.971,3/20/2019,11:23,Cash,24.951,7.3
609-81-8548,Nairobi,Member,Female,Home and lifestyle,37.44,6,235.872,2/6/2019,13:55,Credit card,11.232,5.9
133-14-7229,Nakuru,Normal,Male,Health and beauty,62.87,2,132.027,1/1/2019,11:43,Cash,6.287,5
534-01-4457,Nairobi,Normal,Female,Food and beverages,81.71,6,514.773,1/27/2019,14:36,Credit card,24.513,8
719-89-8991,Nairobi,Member,Female,Electronic accessories,91.41,5,479.9025,2/25/2019,16:03,MPESA,22.8525,7.1
286-62-6248,Mombasa,Normal,Female,Fashion accessories,39.21,4,164.682,1/16/2019,20:03,Credit card,7.842,9
339-38-9982,Mombasa,Member,Female,Fashion accessories,59.86,2,125.706,1/13/2019,14:55,MPESA,5.986,6.7
827-44-5872,Mombasa,Member,Female,Food and beverages,54.36,10,570.78,2/7/2019,11:28,Credit card,27.18,6.1
827-77-7633,Nairobi,Normal,Female,Electronic accessories,98.09,9,926.9505,2/17/2019,19:41,Cash,44.1405,9.3
287-83-1405,Nairobi,Normal,Female,Health and beauty,25.43,6,160.209,2/12/2019,19:01,MPESA,7.629,7
435-13-4908,Nairobi,Member,Female,Fashion accessories,86.68,8,728.112,1/24/2019,18:04,Credit card,34.672,7.2
857-67-9057,Mombasa,Normal,Female,Electronic accessories,22.95,10,240.975,2/6/2019,19:20,MPESA,11.475,8.2
236-27-1144,Nakuru,Normal,Female,Food and beverages,16.31,9,154.1295,3/26/2019,10:31,MPESA,7.3395,8.4
892-05-6689,Nairobi,Normal,Female,Home and lifestyle,28.32,5,148.68,3/11/2019,13:28,MPESA,7.08,6.2
583-41-4548,Nakuru,Normal,Male,Home and lifestyle,16.67,7,122.5245,2/7/2019,11:36,MPESA,5.8345,7.4
339-12-4827,Mombasa,Member,Female,Fashion accessories,73.96,1,77.658,1/5/2019,11:32,Credit card,3.698,5
643-38-7867,Nairobi,Normal,Female,Home and lifestyle,97.94,1,102.837,3/7/2019,11:44,MPESA,4.897,6.9
308-81-0538,Nairobi,Normal,Female,Fashion accessories,73.05,4,306.81,2/25/2019,17:16,Credit card,14.61,4.9
358-88-9262,Nakuru,Member,Female,Food and beverages,87.48,6,551.124,2/1/2019,18:43,MPESA,26.244,5.1
460-35-4390,Nairobi,Normal,Female,Home and lifestyle,30.68,3,96.642,1/22/2019,11:00,MPESA,4.602,9.1
343-87-0864,Nakuru,Member,Female,Health and beauty,75.88,1,79.674,1/3/2019,10:30,Credit card,3.794,7.1
173-50-1108,Mombasa,Member,Female,Electronic accessories,20.18,4,84.756,2/13/2019,12:14,Credit card,4.036,5
243-47-2663,Nakuru,Member,Female,Electronic accessories,18.77,6,118.251,1/28/2019,16:43,Credit card,5.631,5.5
841-18-8232,Mombasa,Normal,Female,Food and beverages,71.2,1,74.76,1/5/2019,20:40,Credit card,3.56,9.2
701-23-5550,Mombasa,Member,Male,Home and lifestyle,38.81,4,163.002,3/19/2019,13:40,MPESA,7.762,4.9
647-50-1224,Nairobi,Normal,Female,Fashion accessories,29.42,10,308.91,1/12/2019,16:23,MPESA,14.71,8.9
541-48-8554,Nairobi,Normal,Male,Electronic accessories,60.95,9,575.9775,1/7/2019,12:08,Credit card,27.4275,6
539-21-7227,Mombasa,Normal,Female,Electronic accessories,,5,270.585,1/26/2019,17:45,Cash,12.885,4.2
213-32-1216,Nairobi,Normal,Female,Electronic accessories,66.06,6,416.178,1/23/2019,10:28,Cash,19.818,7.3
747-58-7183,Mombasa,Normal,Male,Fashion accessories,57.27,3,180.4005,2/9/2019,20:31,MPESA,8.5905,6.5
582-52-8065,Mombasa,Normal,Female,Fashion accessories,54.31,9,513.2295,2/22/2019,10:49,Cash,24.4395,8.9
210-57-1719,Mombasa,Normal,Female,Health and beauty,58.24,9,550.368,2/5/2019,12:34,Cash,26.208,9.7
399-69-4630,Nakuru,Normal,Male,Electronic accessories,22.21,6,139.923,3/7/2019,10:23,Credit card,6.663,8.6
134-75-2619,Nairobi,Member,Male,Electronic accessories,19.32,7,142.002,3/25/2019,18:51,Cash,6.762,6.9
356-44-8813,Mombasa,Normal,Male,Home and lifestyle,37.48,3,118.062,1/20/2019,13:45,Credit card,5.622,7.7
198-66-9832,Mombasa,Member,Female,Fashion accessories,72.04,2,151.284,2/4/2019,19:38,Cash,7.204,9.5
283-26-5248,Nakuru,Member,Female,Food and beverages,98.52,10,1034.46,1/30/2019,20:23,MPESA,49.26,4.5
712-39-0363,Nairobi,Member,Male,Food and beverages,41.66,6,262.458,1/2/2019,15:24,MPESA,12.498,5.6
218-59-9410,Nairobi,Member,Female,Home and lifestyle,72.42,3,228.123,3/29/2019,16:54,MPESA,10.863,8.2
174-75-0888,Mombasa,Normal,Male,Electronic accessories,21.58,9,203.931,3/14/2019,12:32,Cash,9.711,7.3
866-99-7614,Nakuru,Normal,Male,Food and beverages,89.2,10,936.6,2/11/2019,15:42,Credit card,44.6,4.4
134-54-4720,Mombasa,Normal,Female,Electronic accessories,42.42,8,356.328,1/30/2019,13:58,MPESA,16.968,5.7
760-90-2357,Nairobi,Member,Male,Electronic accessories,74.51,6,469.413,3/20/2019,15:08,MPESA,22.353,5
514-37-2845,Mombasa,Normal,Male,Fashion accessories,99.25,2,208.425,3/20/2019,13:02,Cash,9.925,9
698-98-5964,Nairobi,Normal,Female,Food and beverages,81.21,10,852.705,1/17/2019,13:01,Credit card,40.605,6.3
718-57-9773,Nakuru,Normal,Female,Electronic accessories,49.33,10,517.965,2/3/2019,16:40,Credit card,24.665,9.4
651-88-7328,Nairobi,Normal,Female,Fashion accessories,65.74,9,621.243,1/1/2019,13:55,Cash,29.583,7.7
241-11-2261,Mombasa,Normal,Female,Fashion accessories,79.86,7,586.971,1/10/2019,10:33,Credit card,27.951,5.5
408-26-9866,Nakuru,Normal,Female,Electronic accessories,73.98,7,543.753,3/2/2019,16:42,MPESA,25.893,4.1
834-83-1826,Mombasa,Member,Female,Home and lifestyle,82.04,5,430.71,2/25/2019,17:16,Credit card,20.51,7.6
343-61-3544,Mombasa,Member,Male,Electronic accessories,26.67,10,280.035,1/29/2019,11:48,Cash,13.335,8.6
239-48-4278,Nairobi,Member,Male,Food and beverages,10.13,7,74.4555,3/10/2019,19:35,MPESA,3.5455,8.3
355-34-6244,Mombasa,Normal,Male,Food and beverages,72.39,2,152.019,1/13/2019,19:55,Credit card,7.239,8.1
550-84-8664,Nairobi,Normal,Male,Electronic accessories,85.91,5,451.0275,3/22/2019,14:33,Credit card,21.4775,8.6
339-96-8318,Mombasa,Member,Male,Fashion accessories,81.31,7,597.6285,3/1/2019,19:49,MPESA,28.4585,6.3
458-61-0011,Mombasa,Normal,Male,Food and beverages,60.3,4,253.26,2/20/2019,18:43,Cash,12.06,5.8
592-34-6155,Nakuru,Normal,Male,Food and beverages,31.77,4,133.434,1/14/2019,14:43,MPESA,6.354,6.2
797-88-0493,Nairobi,Normal,Female,Health and beauty,64.27,4,269.934,3/26/2019,13:54,Cash,12.854,7.7
207-73-1363,Mombasa,Normal,Male,Health and beauty,69.51,2,145.971,3/1/2019,12:15,MPESA,6.951,8.1
390-31-6381,Nakuru,Normal,Male,Food and beverages,27.22,3,85.743,1/7/2019,12:37,Cash,4.083,7.3
443-82-0585,Nairobi,Member,Female,Health and beauty,77.68,4,326.256,2/1/2019,19:54,Cash,15.536,8.4
339-18-7061,Nakuru,Member,Female,Fashion accessories,92.98,2,195.258,2/13/2019,15:06,Credit card,9.298,8
359-90-3665,Mombasa,Member,Female,Fashion accessories,18.08,4,75.936,1/14/2019,18:03,Credit card,3.616,9.5
375-72-3056,Mombasa,Normal,Male,Electronic accessories,63.06,3,198.639,1/19/2019,15:58,MPESA,9.459,7
127-47-6963,Nairobi,Normal,Male,Health and beauty,51.71,4,217.182,3/9/2019,13:53,Credit card,10.342,9.8
278-86-2735,Nairobi,Normal,Female,Food and beverages,52.34,3,164.871,3/27/2019,14:03,Cash,7.851,9.2
695-28-6250,Nairobi,Normal,Female,Electronic accessories,43.06,5,226.065,2/4/2019,16:38,MPESA,10.765,7.7
379-17-6588,Nakuru,Normal,Male,Fashion accessories,59.61,10,625.905,3/14/2019,11:07,Cash,29.805,5.3
227-50-3718,Nairobi,Normal,Male,Health and beauty,14.62,5,76.755,3/4/2019,12:23,Cash,3.655,4.4
302-15-2162,Nakuru,Member,Male,Health and beauty,46.53,6,293.139,3/3/2019,10:54,Credit card,13.959,4.3
788-07-8452,Nakuru,Member,Female,Home and lifestyle,24.24,7,178.164,1/27/2019,17:38,MPESA,8.484,9.4
560-49-6611,Nairobi,Member,Female,Electronic accessories,45.58,1,47.859,2/7/2019,14:13,Cash,2.279,9.8
880-35-0356,Nairobi,Member,Female,Electronic accessories,75.2,3,236.88,2/5/2019,11:51,MPESA,11.28,4.8
585-11-6748,Mombasa,Member,Male,Electronic accessories,96.8,3,304.92,3/15/2019,13:05,Cash,14.52,5.3
470-31-3286,Mombasa,Normal,Male,Health and beauty,14.82,3,46.683,3/1/2019,11:30,Credit card,2.223,8.7
152-68-2907,Nairobi,Normal,Male,Food and beverages,52.2,3,164.43,2/15/2019,13:30,Credit card,7.83,9.5
123-35-4896,Nakuru,Normal,Female,Electronic accessories,46.66,9,440.937,2/17/2019,19:11,MPESA,20.997,5.3
258-69-7810,Nakuru,Normal,Female,Fashion accessories,36.85,5,193.4625,1/26/2019,18:53,Cash,9.2125,9.2
334-64-2006,Nairobi,Member,Female,Home and lifestyle,,2,147.672,3/24/2019,14:22,MPESA,7.032,9.6
219-61-4139,Nakuru,Normal,Male,Electronic accessories,83.08,1,87.234,1/23/2019,17:16,MPESA,4.154,6.4
881-41-7302,Nakuru,Normal,Female,Fashion accessories,64.99,1,68.2395,1/26/2019,10:06,Credit card,3.2495,4.5
373-09-4567,Nakuru,Normal,Male,Food and beverages,77.56,10,814.38,3/14/2019,20:35,MPESA,38.78,6.9
642-30-6693,Mombasa,Normal,Female,Electronic accessories,54.51,6,343.413,3/17/2019,13:54,MPESA,16.353,7.8
484-22-8230,Nakuru,Member,Female,Fashion accessories,51.89,7,381.3915,1/8/2019,20:08,Cash,18.1615,4.5
830-58-2383,Mombasa,Normal,Male,Home and lifestyle,31.75,4,133.35,2/8/2019,15:26,Cash,6.35,8.6
559-98-9873,Nairobi,Member,Female,Fashion accessories,53.65,7,394.3275,2/10/2019,12:56,MPESA,18.7775,5.2
544-32-5024,Nakuru,Member,Female,Food and beverages,49.79,4,209.118,3/28/2019,19:16,Credit card,9.958,6.4
318-12-0304,Nairobi,Normal,Male,Fashion accessories,30.61,1,32.1405,1/23/2019,12:20,MPESA,1.5305,5.2
349-97-8902,Mombasa,Member,Male,Food and beverages,57.89,2,121.569,1/17/2019,10:37,MPESA,5.789,8.9
421-95-9805,Nairobi,Normal,Female,Electronic accessories,28.96,1,30.408,2/7/2019,10:18,Credit card,1.448,6.2
277-35-5865,Nakuru,Member,Female,Food and beverages,98.97,9,935.2665,3/9/2019,11:23,Cash,44.5365,6.7
789-23-8625,Mombasa,Member,Male,Fashion accessories,93.22,3,293.643,1/24/2019,11:45,Cash,13.983,7.2
284-54-4231,Nakuru,Member,Male,Electronic accessories,80.93,1,84.9765,1/19/2019,16:08,Credit card,4.0465,9
443-59-0061,Nairobi,Member,Male,Food and beverages,67.45,10,708.225,2/3/2019,11:25,MPESA,33.725,4.2
509-29-3912,Nairobi,Member,Female,Electronic accessories,38.72,9,365.904,3/20/2019,12:24,MPESA,17.424,4.2
327-40-9673,Mombasa,Member,Male,Electronic accessories,72.6,6,457.38,1/13/2019,19:51,Cash,21.78,6.9
840-19-2096,Nakuru,Member,Male,Electronic accessories,87.91,5,461.5275,3/14/2019,18:10,MPESA,21.9775,4.4
828-46-6863,Nairobi,Member,Male,Food and beverages,98.53,6,620.739,1/23/2019,11:22,Credit card,29.559,4
641-96-3695,Nakuru,Member,Female,Fashion accessories,43.46,6,273.798,2/7/2019,17:55,MPESA,13.038,8.5
420-97-3340,Nairobi,Normal,Female,Food and beverages,71.68,3,225.792,3/28/2019,15:30,Credit card,10.752,9.2
436-54-4512,Nairobi,Member,Female,Food and beverages,91.61,1,96.1905,3/20/2019,19:44,Cash,4.5805,9.8
670-79-6321,Mombasa,Member,Female,Home and lifestyle,94.59,7,695.2365,1/17/2019,15:27,Credit card,33.1065,4.9
852-62-7105,Mombasa,Normal,Female,Fashion accessories,83.25,10,874.125,1/12/2019,11:25,Credit card,41.625,4.4
598-06-7312,Mombasa,Member,Male,Fashion accessories,91.35,1,95.9175,2/16/2019,15:42,Cash,4.5675,6.8
598-06-7312,Mombasa,Member,Male,Fashion accessories,91.35,1,95.9175,2/16/2019,15:42,Cash,4.5675,6.8
135-13-8269,Mombasa,Member,Female,Food and beverages,78.88,2,165.648,1/26/2019,16:04,Cash,7.888,9.1
816-57-2053,Nairobi,Normal,Male,Electronic accessories,60.87,2,127.827,3/9/2019,12:37,MPESA,6.087,8.7
628-90-8624,Mombasa,Member,Male,Health and beauty,82.58,10,867.09,3/14/2019,14:41,Cash,41.29,5
856-66-2701,Nairobi,Member,Male,Home and lifestyle,53.3,3,167.895,1/25/2019,14:19,MPESA,7.995,7.5
308-39-1707,Nairobi,Normal,Female,Fashion accessories,12.09,1,12.6945,1/26/2019,18:19,Credit card,0.6045,8.2
149-61-1929,Nairobi,Normal,Male,Electronic accessories,64.19,10,673.995,1/19/2019,14:08,Credit card,32.095,6.7
655-07-2265,Nairobi,Normal,Male,Electronic accessories,78.31,3,246.6765,3/5/2019,16:38,MPESA,11.7465,5.4
589-02-8023,Nairobi,Member,Male,Food and beverages,83.77,2,175.917,1/15/2019,10:54,Credit card,8.377,7
420-04-7590,Mombasa,Normal,Male,Home and lifestyle,99.7,3,314.055,3/18/2019,11:29,MPESA,14.955,4.7
182-88-2763,Mombasa,Member,Male,Food and beverages,79.91,3,251.7165,3/20/2019,19:28,Credit card,11.9865,5
188-55-0967,Mombasa,Member,Male,Health and beauty,,10,697.935,1/15/2019,15:01,Credit card,33.235,5
610-46-4100,Nairobi,Normal,Male,Health and beauty,28.95,7,212.7825,3/3/2019,20:31,Credit card,10.1325,6
318-81-2368,Nakuru,Normal,Female,Electronic accessories,46.2,1,48.51,3/19/2019,12:16,Cash,2.31,6.3
364-33-8584,Mombasa,Member,Female,Food and beverages,17.63,5,92.5575,3/8/2019,15:27,Cash,4.4075,8.5
665-63-9737,Mombasa,Normal,Male,Fashion accessories,52.42,3,165.123,2/27/2019,17:36,MPESA,7.863,7.5
695-09-5146,Mombasa,Member,Female,Food and beverages,98.79,3,311.1885,2/23/2019,20:00,MPESA,14.8185,6.4
155-45-3814,Nakuru,Member,Female,Electronic accessories,88.55,8,743.82,3/19/2019,15:29,MPESA,35.42,4.7
794-32-2436,Mombasa,Member,Male,Electronic accessories,55.67,2,116.907,3/27/2019,15:08,MPESA,5.567,6
131-15-8856,Nakuru,Member,Female,Food and beverages,72.52,8,609.168,3/30/2019,19:26,Credit card,29.008,4
273-84-2164,Nakuru,Member,Male,Electronic accessories,12.05,5,63.2625,2/16/2019,15:53,MPESA,3.0125,5.5
706-36-6154,Nairobi,Member,Male,Home and lifestyle,19.36,9,182.952,1/18/2019,18:43,MPESA,8.712,8.7
778-89-7974,Nakuru,Normal,Male,Health and beauty,70.21,6,442.323,3/30/2019,14:58,Cash,21.063,7.4
574-31-8277,Mombasa,Member,Male,Fashion accessories,33.63,1,35.3115,3/20/2019,19:55,Cash,1.6815,5.6
859-71-0933,Nakuru,Member,Female,Electronic accessories,15.49,2,32.529,1/16/2019,15:10,Cash,1.549,6.3
740-11-5257,Nakuru,Normal,Male,Electronic accessories,24.74,10,259.77,2/24/2019,16:44,Cash,12.37,7.1
369-82-2676,Mombasa,Normal,Male,Electronic accessories,75.66,5,397.215,1/15/2019,18:22,MPESA,18.915,7.8
563-47-4072,Mombasa,Normal,Female,Health and beauty,55.81,6,351.603,1/22/2019,11:52,Cash,16.743,9.9
742-04-5161,Nairobi,Member,Male,Home and lifestyle,72.78,10,764.19,2/3/2019,17:24,Cash,36.39,7.3
149-15-7606,Mombasa,Member,Male,Electronic accessories,37.32,9,352.674,3/6/2019,15:31,MPESA,16.794,5.1
133-77-3154,Mombasa,Member,Male,Fashion accessories,60.18,4,252.756,2/16/2019,18:04,Credit card,12.036,9.4
169-52-4504,Nairobi,Normal,Female,Electronic accessories,15.69,3,49.4235,3/14/2019,14:13,Credit card,2.3535,5.8
250-81-7186,Nakuru,Normal,Female,Electronic accessories,99.69,1,104.6745,2/27/2019,10:23,Credit card,4.9845,8
562-12-5430,Nairobi,Member,Female,Fashion accessories,88.15,3,277.6725,1/18/2019,10:11,MPESA,13.2225,7.9
816-72-8853,Nairobi,Member,Female,Electronic accessories,27.93,5,146.6325,1/29/2019,15:48,Cash,6.9825,5.9
491-38-3499,Nairobi,Member,Male,Fashion accessories,55.45,1,58.2225,2/26/2019,17:46,Credit card,2.7725,4.9
322-02-2271,Mombasa,Normal,Female,Electronic accessories,42.97,3,135.3555,2/3/2019,11:46,Cash,6.4455,9.3
842-29-4695,Nakuru,Member,Male,Electronic accessories,17.14,7,125.979,1/16/2019,12:07,Credit card,5.999,7.9
725-67-2480,Mombasa,Member,Female,Fashion accessories,58.75,6,370.125,3/24/2019,18:14,Credit card,17.625,5.9
641-51-2661,Nakuru,Member,Female,Food and beverages,87.1,10,914.55,2/12/2019,14:45,Credit card,43.55,9.9
714-02-3114,Nakuru,Normal,Female,Sports and travel,98.8,2,207.48,2/21/2019,11:39,Cash,9.88,7.7
518-17-2983,Nairobi,Normal,Female,Fashion accessories,48.63,4,204.246,2/4/2019,15:44,MPESA,9.726,7.6
779-42-2410,Mombasa,Member,Male,Food and beverages,57.74,3,181.881,2/20/2019,13:06,MPESA,8.661,7.7
190-14-3147,Mombasa,Normal,Female,Health and beauty,17.97,4,75.474,2/23/2019,20:43,MPESA,3.594,6.4
408-66-6712,Nakuru,Member,Female,Health and beauty,47.71,6,300.573,2/16/2019,14:19,MPESA,14.313,4.4
679-22-6530,Mombasa,Normal,Female,Sports and travel,40.62,2,85.302,1/17/2019,10:01,Credit card,4.062,4.1
588-47-8641,Nairobi,Member,Male,Fashion accessories,56.04,10,588.42,1/14/2019,19:30,MPESA,28.02,4.4
642-61-4706,Mombasa,Member,Male,Food and beverages,93.4,2,196.14,3/30/2019,16:34,Cash,9.34,5.5
576-31-4774,Mombasa,Normal,Female,Health and beauty,73.41,3,231.2415,3/2/2019,13:10,MPESA,11.0115,4
556-41-6224,Nakuru,Normal,Male,Health and beauty,33.64,8,282.576,2/15/2019,17:10,Credit card,13.456,9.3
811-03-8790,Nairobi,Normal,Female,Electronic accessories,45.48,10,477.54,3/1/2019,10:22,Credit card,22.74,4.8
242-11-3142,Mombasa,Member,Male,Fashion accessories,83.77,2,175.917,2/24/2019,19:57,Cash,8.377,4.6
752-23-3760,Mombasa,Member,Female,Sports and travel,64.08,7,470.988,2/19/2019,19:29,Credit card,22.428,7.3
274-05-5470,Nairobi,Member,Female,Food and beverages,73.47,4,308.574,2/23/2019,18:30,Cash,14.694,6
648-94-3045,Nakuru,Normal,Male,Health and beauty,58.95,10,618.975,2/7/2019,14:27,MPESA,29.475,8.1
130-67-4723,Nairobi,Member,Male,Food and beverages,48.5,6,305.55,1/11/2019,13:57,MPESA,14.55,9.4
528-87-5606,Mombasa,Member,Female,Electronic accessories,39.48,1,41.454,2/12/2019,19:43,Cash,1.974,6.5
